,Position X Reference Frame,Position Y Reference Frame,Position Z Reference Frame,ID,Intensity Median
0,52.5385,18.1188,44.8169,0,175.02
1,48.0414,20.9249,43.2363,1,124.0
2,40.2849,16.8077,42.2221,2,116.00399999999999
3,55.791000000000004,24.4119,43.2768,3,115.03200000000001
4,65.9432,29.67,42.3245,4,171.99
5,70.9058,29.659000000000002,41.7706,5,108.02
6,82.3917,30.5008,42.3057,6,173.002
7,86.708,29.6994,42.6682,7,183.02
8,62.738,23.8035,41.0859,8,148.0
9,73.9329,5.82711,51.8037,9,114.008
10,75.7123,2.67489,51.0681,10,131.02
11,85.3189,-0.135695,51.1373,11,108.02
12,86.4182,8.91901,51.8579,12,144.00799999999998
13,85.631,14.9843,51.0572,13,100.984
14,92.8582,-0.816596,51.3386,14,70.00399999999999
15,95.7779,7.65128,51.6339,15,118.984
16,108.11200000000001,0.017136900000000004,51.7279,16,63.488
17,66.8915,6.16196,48.6783,17,319.496
18,57.8655,14.407,47.4278,19,195.968
19,64.7231,15.7728,47.798,20,189.98
20,73.37899999999999,16.6624,48.0122,21,190.99200000000002
21,72.6789,19.279,48.129,22,172.488
22,70.5184,0.668585,47.6809,24,281.992
23,67.7476,22.6457,47.0038,25,179.49599999999998
24,81.6543,22.6145,46.9248,26,122.986
25,92.0761,17.195,47.4717,28,156.01
26,94.9256,9.59278,47.5827,29,131.0
27,101.26,2.15981,48.2759,30,152.0
28,100.396,12.4454,47.7658,31,136.984
29,105.32600000000001,12.1866,48.3331,32,159.006
30,61.2155,0.8981290000000001,45.9363,33,144.012
31,61.6485,8.40744,46.1315,34,264.992
32,77.1739,9.786019999999999,46.8194,35,199.99400000000003
33,80.6322,0.494717,46.7857,36,202.498
34,81.1991,8.04636,46.9536,37,191.00400000000002
35,77.7858,23.9893,46.3785,38,142.01
36,80.6578,17.7552,46.3512,39,136.998
37,96.242,-0.6274109999999999,46.8642,40,177.49599999999998
38,106.068,5.652769999999999,47.0918,41,135.00799999999998
39,58.0231,8.58573,45.1742,42,276.5
40,65.2205,-2.20621,45.305,43,155.012
41,70.5895,-8.33868,45.5701,44,179.99200000000002
42,71.197,12.1401,45.658,45,215.984
43,77.6083,-6.3148,45.5777,46,232.50799999999998
44,86.7428,-3.97776,45.9061,47,155.996
45,94.7746,21.5615,45.4798,48,216.002
46,50.0459,-3.95738,43.7639,49,122.008
47,49.2966,7.501639999999999,44.1829,50,136.99200000000002
48,56.3055,0.390194,44.088,51,162.0
49,77.6962,2.40099,44.5455,52,217.488
50,85.715,19.31,44.5094,53,166.00799999999998
51,88.6488,10.4546,44.7466,54,175.50400000000002
52,102.542,-4.847169999999999,45.4359,55,86.02
53,38.5381,10.5855,42.5336,56,134.02
54,43.7335,-2.36517,43.2345,57,124.99600000000001
55,44.9998,12.6751,42.9274,58,134.004
56,75.7285,-13.5774,43.7709,59,194.98
57,80.7933,-11.5256,44.2177,60,228.972
58,86.7179,5.89961,43.9035,61,181.49599999999998
59,96.5596,7.43239,43.6456,62,88.99600000000001
60,99.6171,26.8653,44.0999,64,161.994
61,33.5104,2.72595,42.0481,65,105.50399999999999
62,42.04600000000001,2.73806,42.0833,66,122.0
63,46.6188,7.256360000000001,42.0336,67,140.0
64,62.9767,-11.3192,42.5359,68,154.99200000000002
65,66.9812,-13.1281,42.2201,69,179.50400000000002
66,84.5954,0.515254,42.5547,70,180.016
67,77.5164,25.1077,42.7718,71,160.024
68,102.186,1.6917200000000001,43.2635,73,90.00399999999999
69,102.815,19.0865,42.9869,74,139.0
70,111.515,-6.700489999999999,43.8132,75,84.99600000000001
71,47.1217,-11.1909,40.7568,76,147.0
72,51.4285,-18.0269,41.516999999999996,77,94.506
73,76.1875,-7.9778899999999995,41.8642,78,183.00799999999998
74,75.7762,-2.90555,41.9702,79,158.504
75,87.5889,-10.5894,42.5146,80,167.998
76,82.1447,12.0342,41.4031,81,122.99600000000001
77,99.546,-6.970110000000001,42.6818,82,149.00799999999998
78,130.366,-3.4628099999999997,52.0439,83,39.992
79,133.352,-7.850160000000001,50.5243,84,29.496
80,153.304,1.9946099999999998,50.9256,85,75.0
81,163.99900000000002,-7.289460000000001,51.6649,86,104.99600000000001
82,110.391,9.73818,49.3002,87,130.496
83,120.181,7.24567,49.4606,88,103.008
84,122.852,0.518928,49.2838,89,85.992
85,125.682,13.4025,49.2009,90,93.50399999999999
86,129.319,6.02912,49.3512,91,75.00399999999999
87,129.986,8.8102,49.893,92,71.984
88,140.025,-8.76852,50.0497,93,55.008
89,157.036,-5.41867,50.6048,94,73.998
90,172.28599999999997,-21.0996,51.1809,95,39.0
91,165.183,0.566933,50.4051,96,74.52
92,114.176,11.0981,48.6088,97,108.00200000000001
93,120.867,13.0983,47.983000000000004,98,89.00399999999999
94,134.489,3.98411,49.0716,100,87.0
95,141.434,3.30548,49.2225,101,76.998
96,149.39700000000002,-2.18015,49.317,102,106.99600000000001
97,152.70600000000002,-10.3123,49.2778,103,105.0
98,168.403,-14.1646,49.876999999999995,104,89.012
99,115.87299999999999,0.806045,47.1869,105,113.50399999999999
100,137.621,9.53795,47.9787,106,54.996
101,143.213,-1.01607,47.9402,107,90.0
102,147.015,-7.91343,48.5313,108,106.005
103,149.093,5.64105,48.1415,109,78.0
104,157.641,-12.2391,48.9885,110,91.992
105,162.591,-15.8159,48.6053,111,85.50399999999999
106,158.459,1.2819399999999999,48.3364,112,72.992
107,157.083,7.09152,48.3749,113,76.994
108,164.15900000000002,4.95861,48.3017,114,75.998
109,174.99,-2.30062,48.6271,115,63.01
110,110.495,3.6859900000000003,46.31399999999999,116,102.00299999999999
111,118.096,-5.726030000000001,46.7863,117,83.00200000000001
112,117.296,18.9047,46.3037,118,109.01
113,125.57,-5.27005,46.4301,119,72.00399999999999
114,135.17700000000002,-2.8635200000000003,47.0626,120,70.0
115,133.047,14.1438,46.8538,121,71.992
116,146.894,10.7709,47.0337,122,73.01
117,170.532,1.95725,47.3336,123,71.0
118,181.62099999999998,-16.6062,47.7901,124,74.0
119,185.72,-10.5602,48.5123,125,66.5
120,108.82,22.1676,45.3917,126,90.006
121,111.096,16.115,45.1243,127,97.52
122,122.44200000000001,18.1679,45.5663,128,85.012
123,165.74599999999998,-19.8828,46.6346,129,87.00299999999999
124,175.825,-7.0886,47.224,130,77.00399999999999
125,188.75900000000001,-17.4625,47.6782,131,82.001
126,129.569,-9.33062,44.5772,132,90.49600000000001
127,137.89,-10.3884,45.1722,133,79.99600000000001
128,141.53,-5.6382699999999994,45.4094,134,70.0
129,152.871,11.0283,45.0436,135,64.002
130,166.648,-2.49531,46.1341,136,83.0
131,169.201,-9.43999,46.0127,137,74.0
132,173.38099999999997,4.21593,46.0152,138,61.01
133,191.827,-12.7744,46.6461,139,80.0
134,128.52700000000002,18.1284,43.5933,140,82.49600000000001
135,137.66899999999998,16.6739,43.6047,141,81.99600000000001
136,149.989,-17.7903,44.6287,142,71.5
137,154.33100000000002,-17.1456,44.9191,143,94.008
138,163.234,9.73979,44.178999999999995,144,70.998
139,173.71599999999998,-13.9661,44.8697,145,86.00399999999999
140,196.015,-15.3912,45.7237,146,61.992
141,104.975,26.9319,41.6185,147,119.0
142,111.288,21.3363,42.6194,148,97.992
143,127.387,1.0895700000000001,43.2094,149,51.0
144,144.58100000000002,-15.3241,43.3301,151,83.99600000000001
145,158.773,-22.026999999999997,43.9915,152,106.0
146,174.05599999999998,-19.5867,44.7138,153,87.005
147,180.347,-7.0017,44.0402,154,88.0
148,186.985,-7.63819,44.5223,155,80.992
149,194.702,-10.7846,44.7586,156,57.5
150,170.609,-26.7133,48.3503,157,60.992
151,183.713,-22.403000000000002,48.4882,158,69.49600000000001
152,193.173,-20.4683,48.3829,159,86.008
153,175.49200000000002,-29.8305,47.3497,160,41.51
154,187.438,-28.2854,47.8282,161,67.0
155,194.898,-26.4846,46.6257,162,52.01
156,187.445,-32.1501,45.6062,163,58.996
157,178.81099999999998,-24.9195,44.6135,164,62.0
158,21.279,12.0346,36.4317,165,125.0
159,14.3517,8.41007,31.361,166,132.501
160,17.2082,17.9222,30.6812,167,100.00200000000001
161,13.92,16.648,26.1656,168,108.006
162,21.3114,10.6609,26.9736,169,57.0
163,8.006689999999999,8.3654,25.4838,170,117.01
164,20.9847,2.54108,36.5126,171,120.0
165,27.1692,-8.391110000000001,35.4723,172,140.99200000000002
166,19.9117,-4.66683,35.1765,173,112.005
167,30.8056,-15.2479,34.1652,174,159.012
168,9.88931,1.7647400000000002,31.7417,175,80.016
169,16.3409,1.3518700000000001,31.9094,176,110.0
170,20.4171,-8.88359,32.0861,177,123.00399999999999
171,25.1619,-22.0818,32.6012,178,94.0
172,34.1355,-25.0933,32.3787,179,101.006
173,26.2724,-11.4774,31.1539,180,115.0
174,13.5566,-6.56376,29.6864,181,99.99600000000001
175,26.9896,-18.2307,29.9514,182,153.5
176,24.6403,-3.91857,29.8209,183,98.49600000000001
177,8.51254,-7.88881,29.0823,184,56.498000000000005
178,17.359,-15.9042,28.229,185,104.5
179,23.0168,-15.6055,28.0516,186,97.49600000000001
180,9.85378,1.8651900000000001,26.9909,187,102.005
181,30.0241,-24.6252,27.1208,188,136.504
182,28.4063,-17.5245,27.529,189,117.50399999999999
183,22.5098,2.38473,26.0895,190,76.992
184,16.838,3.49588,24.9776,191,102.00399999999999
185,21.906999999999996,-7.915939999999999,24.8995,192,99.0
186,36.1491,-28.2307,25.4866,193,132.006
187,41.1897,22.2113,40.1227,194,138.012
188,51.4313,26.3579,39.9073,195,223.016
189,56.4755,30.546,40.0775,196,161.03
190,29.9122,16.5046,38.0853,197,138.006
191,34.9784,23.3769,38.2851,198,123.992
192,90.5292,31.4684,39.6742,199,138.496
193,77.3005,33.6005,38.2679,200,192.02200000000002
194,42.7805,25.8909,36.8752,201,146.496
195,55.401,25.5674,37.224000000000004,202,214.01
196,60.2631,34.1261,37.0264,203,86.014
197,68.5868,33.2997,37.3341,204,130.003
198,29.9868,22.6341,35.5415,205,97.01
199,38.0427,13.4356,35.1018,206,119.014
200,44.3926,31.4294,34.3547,207,118.01
201,50.1597,23.5303,34.9106,208,157.48
202,52.0066,33.0775,35.3505,209,135.002
203,67.1765,25.2322,35.5045,210,192.998
204,87.4564,34.8169,35.6142,211,137.5
205,92.0965,32.6316,35.7507,212,144.99200000000002
206,22.1145,21.4177,32.7733,213,85.5
207,38.2924,30.7176,33.2112,214,86.52
208,63.8791,34.8426,33.5472,215,118.984
209,73.7415,36.4117,33.7428,216,103.506
210,77.5094,29.1176,34.0944,217,120.02
211,82.587,32.3387,33.7553,218,112.012
212,82.5935,35.7797,33.6884,219,129.999
213,26.529,10.1602,31.7726,220,80.992
214,47.5361,34.8034,32.02,221,96.0
215,62.0531,23.1302,32.1074,222,106.0
216,58.7889,35.9699,32.0032,223,123.02
217,31.0164,12.4004,30.6215,224,114.00399999999999
218,28.1052,27.3885,30.4606,225,107.992
219,41.8194,19.2153,31.1352,226,107.00399999999999
220,44.0033,25.7266,31.1519,227,124.992
221,50.6645,19.2956,31.5684,228,93.50399999999999
222,25.9924,19.798,30.1211,229,107.99600000000001
223,37.2702,25.3129,30.1137,230,105.008
224,50.9767,36.2381,30.4405,231,95.99799999999999
225,30.4994,32.073,29.0152,232,61.007
226,96.3074,35.0322,30.642,233,108.012
227,24.2294,16.3084,27.8937,234,57.008
228,31.6935,22.0595,27.8943,235,104.99600000000001
229,54.8611,29.6083,28.1191,236,98.0
230,71.7525,24.0183,28.8641,237,112.0
231,70.1579,37.2576,28.6935,238,122.0
232,90.4226,36.4873,28.9859,239,115.99600000000001
233,20.4171,26.4604,27.099,240,61.993
234,74.8228,33.9353,27.5464,241,137.99200000000002
235,78.9674,37.9187,28.1588,242,134.99200000000002
236,28.7165,13.5292,26.3061,243,90.008
237,40.2146,20.9689,25.8257,244,87.99600000000001
238,39.1159,30.6847,26.0167,245,97.992
239,43.0938,35.2629,26.1073,246,107.0
240,49.4734,38.1043,25.8806,247,91.512
241,55.8961,34.4504,26.1144,248,224.49599999999998
242,65.5406,35.4124,26.8361,249,195.0
