,Position X Reference Frame,Position Y Reference Frame,Position Z Reference Frame,ID,Intensity Median
0,88.8199,9.29703,20.1653,649,69.936
1,93.5641,5.0745,20.4054,650,49.976000000000006
2,99.5538,8.94637,18.8741,651,114.024
3,103.27600000000001,2.38551,20.1291,652,69.024
4,128.415,-0.44228500000000004,17.3589,653,250.984
5,140.515,-0.7354729999999999,16.0175,654,84.984
6,139.91299999999998,-6.16132,17.7314,655,72.016
7,146.468,1.87599,13.9557,656,81.0
8,146.025,-3.1095900000000003,16.0573,657,64.992
9,146.232,-7.575139999999999,16.9047,658,36.008
10,152.546,-4.74044,15.8129,659,46.496
11,77.3782,5.37988,20.4842,660,157.984
12,83.7387,2.35922,20.7236,661,82.04
13,88.5856,0.8638520000000001,20.3443,662,55.023999999999994
14,120.089,8.0136,14.0615,663,168.5
15,118.055,-2.68023,17.6058,664,118.99600000000001
16,121.23899999999999,0.7209899999999999,16.2636,665,168.48
17,97.4589,-2.75573,19.2779,666,169.088
18,109.194,5.96035,15.1025,667,169.984
19,113.243,10.824000000000002,13.0423,668,176.50400000000002
20,114.96799999999999,4.20516,15.0283,669,261.496
21,76.5987,11.5692,16.6028,670,553.992
22,91.4247,14.2784,14.6207,671,252.972
23,89.69200000000001,7.4417,16.0785,672,288.992
24,96.2817,13.4063,13.4114,673,331.968
25,94.0482,5.09633,16.3169,674,329.1
26,102.102,11.1851,13.3276,675,358.028
27,106.787,9.6901,13.3837,676,268.002
28,124.185,9.48065,11.0438,677,148.504
29,64.368,6.8541,18.9642,678,252.99200000000002
30,82.1152,13.6623,14.1912,679,507.00800000000004
31,80.1843,8.1314,16.8386,680,562.962
32,94.3865,8.316180000000001,14.6759,681,414.464
33,118.604,11.7558,10.5756,682,174.03099999999998
34,111.042,-2.6373599999999997,15.9814,683,271.51599999999996
35,72.5364,15.0256,14.5789,684,443.95599999999996
36,76.4432,5.7269,16.4796,685,572.488
37,84.7482,15.5496,12.3659,686,361.996
38,87.0193,10.8688,14.1387,687,473.52
39,94.3364,15.8481,10.9782,688,334.98400000000004
40,100.10799999999999,5.92783,13.0993,689,637.52
41,108.2,14.5793,9.91962,690,220.00799999999998
42,113.301,13.475999999999999,9.100539999999999,691,375.98400000000004
43,101.64200000000001,-2.21264,15.9227,692,395.01
44,126.69200000000001,12.0567,7.8243,693,201.956
45,61.5699,12.0663,16.3253,694,385.51199999999994
46,67.92,14.9867,14.1385,695,489.532
47,63.3555,-0.508005,19.1577,696,290.01599999999996
48,77.8606,16.0087,12.3518,697,534.5419999999999
49,75.3489,-2.92079,18.5226,698,160.00799999999998
50,84.3063,3.82976,14.9741,699,578.024
51,81.7795,-4.696219999999999,17.9621,700,92.00399999999999
52,99.3774,15.4595,9.59951,701,339.99199999999996
53,97.6026,2.07845,13.6821,702,651.992
54,96.9824,-2.48631,15.4479,703,522.488
55,105.404,0.676984,13.29,704,408.98800000000006
56,121.286,13.9425,6.97368,705,180.516
57,59.3253,13.6379,14.7884,706,492.13599999999997
58,58.5019,6.5347,17.4041,707,435.07199999999995
59,72.1765,7.44648,14.883,708,703.0319999999999
60,69.8484,3.7978199999999998,16.8139,709,536.955
61,68.673,-3.68384,18.5487,710,167.468
62,89.6369,17.7575,9.47968,711,382.88800000000003
63,91.5407,-2.47724,15.045,712,455.48
64,105.647,-7.967410000000001,15.4328,713,422.52
65,111.083,-8.6056,14.9404,714,214.033
66,65.6481,17.1471,11.5513,715,493.00800000000004
67,65.7179,2.56651,16.2601,716,568.96
68,79.9521,17.8384,9.731630000000001,717,406.05
69,90.2137,-8.56494,16.38,718,284.008
70,117.345,15.7887,4.610119999999999,719,392.92800000000005
71,116.234,8.35019,7.75587,720,290.492
72,54.38399999999999,10.8863,14.612,721,496.48800000000006
73,63.1933,18.1077,10.5773,722,310.336
74,85.7847,-2.19315,14.03,723,482.99199999999996
75,104.197,17.3575,5.43841,724,408.5
76,111.186,17.3841,4.64118,725,350.056
77,95.7299,-7.79323,14.2495,726,610.02
78,49.4707,9.21368,14.475999999999999,727,348.98400000000004
79,76.036,18.4984,7.559710000000001,728,483.00800000000004
80,63.8936,-0.881582,15.8446,729,563.512
81,81.281,19.5623,6.44321,730,326.99
82,77.082,0.7652720000000001,13.7064,731,632.91
83,92.765,20.3403,4.63241,732,309.408
84,98.1459,1.6147799999999999,10.4793,733,665.0
85,98.6664,-5.49897,12.1311,734,559.96
86,101.491,-10.7371,13.1079,735,407.504
87,122.185,15.302,2.37858,736,152.458
88,106.93299999999999,-10.6426,12.8131,737,346.6
89,126.149,15.3329,1.77997,738,138.96
90,120.291,0.134857,7.867780000000001,739,359.04
91,69.2494,19.9217,7.5627,740,509.32
92,82.3846,5.557259999999999,10.199,741,763.432
93,75.3022,-9.97303,16.0208,742,169.472
94,93.4242,14.6136,6.07766,743,557.96
95,106.176,19.9493,2.62852,744,383.0
96,101.736,8.38908,6.53329,745,724.9760000000001
97,63.3608,18.1642,7.8575,746,488.024
98,66.955,-5.690930000000001,14.8886,747,332.004
99,71.4674,-0.6147199999999999,12.0883,748,600.012
100,87.9642,19.8669,3.78813,749,239.952
101,105.663,5.473,5.64026,750,729.96
102,103.66799999999999,-4.99179,9.58117,751,602.012
103,113.777,-5.8621099999999995,8.44952,752,265.94
104,54.2351,15.8753,9.0417,753,518.3919999999999
105,59.7349,18.1174,7.4846,754,305.032
106,73.6633,12.7386,7.429880000000001,755,901.04
107,82.4313,19.7203,3.7387900000000003,756,364.86400000000003
108,74.9428,6.69245,9.102139999999999,757,785.9860000000001
109,75.1598,-3.98273,11.7908,758,621.036
110,97.1687,20.9062,1.21062,759,365.504
111,100.524,20.1246,0.9385030000000001,760,397.376
112,92.4673,7.9658,6.23793,761,673.06
113,80.1069,-12.022,14.1432,762,191.08
114,87.2278,-6.7883,10.7244,763,694.012
115,109.266,19.4556,0.151051,764,410.04
116,115.186,18.0542,-0.22025100000000003,765,291.52
117,94.586,-13.2801,11.8762,766,510.49800000000005
118,118.72399999999999,16.338,-0.380774,767,242.516
119,116.665,4.788069999999999,3.65056,768,251.982
120,113.565,0.57762,5.6193599999999995,769,390.48
121,129.67700000000002,15.1292,-2.00905,770,158.976
122,65.9979,16.148,5.76808,771,858.9680000000001
123,64.2336,7.62885,9.13543,772,889.0
124,69.1213,9.28571,7.602310000000001,773,909.9780000000001
125,72.384,1.7092900000000002,9.19208,774,771.448
126,88.6544,14.5346,3.09511,775,588.96
127,86.4901,5.32477,6.59883,776,683.0319999999999
128,91.26,0.275018,7.084160000000001,777,687.94
129,101.59700000000001,13.7645,1.9679200000000001,778,455.01199999999994
130,89.2831,-12.3692,11.9077,779,584.44
131,107.041,11.6758,1.64947,780,551.9580000000001
132,107.09100000000001,-15.6921,9.63103,781,187.50400000000002
133,47.9152,14.7128,7.90849,782,461.51599999999996
134,47.5168,9.2405,9.64184,783,777.9760000000001
135,53.3776,4.61132,10.3449,784,805.018
136,68.8239,-5.602,11.5905,785,480.024
137,78.4377,6.59158,5.698119999999999,786,814.012
138,96.3129,8.32116,3.5285699999999998,787,533.018
139,84.679,-13.2371,11.1748,788,518.02
140,99.2973,2.07405,4.73845,789,667.02
141,108.314,3.86639,3.30974,790,524.04
142,105.17399999999999,-3.0175,5.8074900000000005,791,537.9680000000001
143,100.51,-15.3058,10.3023,792,289.512
144,58.5701,-4.03705,19.1644,793,261.0
145,50.0793,2.6045599999999998,16.7423,794,520.96
146,54.662,-1.35204,16.711,795,657.52
147,47.3279,3.98284,15.0976,796,535.0319999999999
148,46.9108,-0.8374,17.0072,797,684.56
149,58.95399999999999,-3.6779300000000004,15.942,798,484.972
150,61.6699,-9.57191,17.5158,799,130.54
151,69.0895,-10.3741,16.4232,800,119.056
152,43.4862,7.336469999999999,13.4237,801,479.00800000000004
